Student_ID,Age,Gender,Branch,Year_of_Study,Commute_Mode,Commute_Time_mins,Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Part_Time_Job,Extracurricular_Activities,Peer_Learning,Mentorship_Available,Financial_Status,Previous_Semester_SGPA,Stress_Level,Number_of_KTs,Has_KT,Cleared_in_First_Attempt
MU03327,19,Female,Information Technology,First Year,Two-Wheeler,47,62,3.6,6.9,6.6,No,No,Yes,No,Middle Class,5.05,Low,1,Yes,No
MU03328,22,Male,Computer Engineering,Second Year,Auto/Cab,30,85,2.5,4.7,6.8,No,No,Yes,No,Middle Class,,Low,0,No,Yes
MU03329,22,Male,Computer Engineering,Third Year,Local Train,90,62,2.7,1.3,8.6,Yes,No,Yes,No,Middle Class,5.07,Low,2,Yes,No
MU03330,22,Female,Computer Engineering,Third Year,Bus,53,100,4.3,3.3,6.7,No,No,Yes,No,Lower Middle Class,6.58,Medium,1,Yes,No
MU03331,21,Female,Mechanical Engineering,Third Year,Local Train,102,73,2.0,5.6,6.7,No,No,Yes,No,Middle Class,3.33,Low,1,Yes,No
MU03332,19,Female,Electronics & Telecom (EXTC),Second Year,Local Train,83,84,0.7,,6.3,No,No,No,No,Upper Middle Class,5.1,Medium,1,Yes,No
MU03333,24,Male,Computer Engineering,Second Year,Local Train,112,99,3.5,3.2,6.9,No,No,No,Yes,Middle Class,6.47,Medium,1,Yes,No
MU03334,20,Male,Artificial Intelligence & Data Science,First Year,Local Train,134,57,5.1,4.3,7.3,No,No,Yes,No,Middle Class,5.34,Medium,2,Yes,No
MU03335,20,Female,Mechanical Engineering,Second Year,Bus,56,81,0.8,4.6,6.6,No,No,No,No,Middle Class,5.59,Medium,3,Yes,No
MU03336,20,Female,Electronics & Telecom (EXTC),Third Year,Bus,37,61,3.0,4.9,5.1,No,Yes,No,No,Middle Class,4.96,Low,1,Yes,No
MU03337,21,Female,Information Technology,Third Year,Local Train,88,73,0.0,5.2,5.3,No,No,No,Yes,Middle Class,4.35,High,3,Yes,No
MU03338,21,Female,Mechanical Engineering,Second Year,Local Train,150,41,4.7,0.0,7.2,No,No,Yes,No,Middle Class,5.52,Medium,2,Yes,No
MU03339,23,Female,Information Technology,Third Year,Local Train,99,62,1.7,4.6,5.5,No,Yes,Yes,No,Upper Middle Class,5.55,Low,1,Yes,No
MU03340,24,Female,Civil Engineering,First Year,Bus,40,90,3.0,3.4,6.2,No,No,Yes,Yes,Upper Middle Class,6.65,Medium,1,Yes,No
MU03341,22,Female,Mechanical Engineering,Final Year,Local Train,91,82,3.1,3.8,4.3,No,Yes,Yes,No,Middle Class,4.39,Medium,2,Yes,No
MU03342,23,Male,Computer Engineering,Final Year,Local Train,87,65,3.1,2.1,7.6,No,No,Yes,No,Middle Class,5.62,Medium,2,Yes,No
MU03343,23,Female,Artificial Intelligence & Data Science,Second Year,Walking,11,71,3.8,2.3,5.8,No,No,Yes,No,Upper Middle Class,4.26,Low,0,No,Yes
MU03344,21,Male,Electronics & Telecom (EXTC),Third Year,Local Train,127,81,5.3,3.2,4.0,No,Yes,No,No,Middle Class,6.54,Medium,1,Yes,No
MU03345,22,Male,Information Technology,Third Year,Bus,72,81,2.5,4.4,7.3,No,No,Yes,Yes,Lower Middle Class,5.18,Low,1,Yes,No
MU03346,22,Female,Artificial Intelligence & Data Science,Second Year,Local Train,124,76,2.7,1.4,4.8,No,No,Yes,No,Middle Class,6.25,High,4,Yes,No
MU03347,20,Male,Information Technology,Final Year,Local Train,10,85,1.3,3.6,5.1,No,No,Yes,No,Middle Class,,Medium,2,Yes,No
MU03348,21,Male,Civil Engineering,Third Year,Local Train,98,67,0.3,6.0,7.5,No,No,No,No,Lower Middle Class,4.45,High,7,Yes,No
MU03349,22,Male,Mechanical Engineering,Third Year,Bus,61,48,2.1,6.8,5.8,No,No,No,No,Upper Middle Class,4.8,High,5,Yes,No
MU03350,23,Male,Computer Engineering,Third Year,Local Train,60,55,3.6,3.7,8.7,No,Yes,Yes,No,Upper Middle Class,5.09,Low,1,Yes,No
MU03351,19,Male,Artificial Intelligence & Data Science,First Year,Local Train,103,63,2.6,3.0,4.8,No,No,Yes,Yes,Middle Class,5.78,Low,1,Yes,No
MU03352,19,Male,Electronics & Telecom (EXTC),First Year,Bus,40,40,5.0,3.0,8.5,No,Yes,Yes,Yes,Middle Class,5.98,Low,0,No,Yes
MU03353,21,Female,Information Technology,Second Year,Local Train,41,53,3.0,4.5,5.3,No,No,Yes,No,Middle Class,4.61,Medium,1,Yes,No
MU03354,20,Male,Artificial Intelligence & Data Science,First Year,Local Train,111,55,5.1,4.5,6.1,No,No,No,No,Lower Middle Class,5.43,Medium,2,Yes,No
MU03355,20,Male,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,37,50,3.2,3.1,5.3,No,No,Yes,No,Upper Middle Class,5.56,Low,2,Yes,No
MU03356,22,Male,Civil Engineering,Second Year,Local Train,40,45,2.2,2.4,7.8,No,Yes,Yes,No,Middle Class,5.62,Low,2,Yes,No
MU03357,24,Female,Electrical Engineering,Final Year,Walking,34,95,1.0,1.8,8.3,No,No,No,Yes,Lower Middle Class,6.32,Low,1,Yes,No
MU03358,21,Male,Computer Engineering,Final Year,Two-Wheeler,40,83,0.0,3.3,6.0,No,Yes,Yes,Yes,Upper Middle Class,5.99,High,4,Yes,No
MU03359,24,Female,Computer Engineering,Final Year,Local Train,65,65,2.0,5.3,6.2,Yes,No,Yes,Yes,Upper Middle Class,5.0,Low,1,Yes,No
MU03360,19,Female,Computer Engineering,First Year,Auto/Cab,10,72,4.0,2.4,4.7,No,Yes,Yes,Yes,Middle Class,6.09,Low,1,Yes,No
MU03361,23,Female,Artificial Intelligence & Data Science,Second Year,Two-Wheeler,23,63,2.3,2.8,7.9,No,No,No,No,Middle Class,4.81,Low,0,No,Yes
MU03362,22,Male,Computer Engineering,Second Year,Auto/Cab,10,63,1.6,3.3,5.3,Yes,No,No,Yes,Middle Class,4.21,Medium,2,Yes,No
MU03363,23,Female,Information Technology,Final Year,Bus,94,83,2.8,2.3,5.0,No,No,Yes,Yes,Middle Class,6.44,Low,1,Yes,No
MU03364,24,Male,Information Technology,Final Year,Walking,39,73,2.9,6.6,6.5,Yes,Yes,No,No,Lower Middle Class,4.67,Low,1,Yes,No
MU03365,22,Female,Information Technology,First Year,Bus,84,54,2.3,4.3,5.9,No,Yes,Yes,No,Middle Class,4.7,High,4,Yes,No
MU03366,18,Female,Mechanical Engineering,Second Year,Two-Wheeler,15,87,3.8,4.7,5.6,No,Yes,Yes,No,Middle Class,5.55,Low,0,No,Yes
MU03367,23,Male,Artificial Intelligence & Data Science,Third Year,Bus,70,76,,1.8,6.3,No,No,No,No,Middle Class,5.96,Medium,3,Yes,No
MU03368,21,Male,Information Technology,Second Year,Walking,43,83,5.3,3.2,5.7,No,No,Yes,No,Middle Class,6.11,Low,0,No,Yes
MU03369,23,Male,Information Technology,Final Year,Local Train,65,72,2.2,4.6,6.7,No,No,Yes,No,Upper Middle Class,5.19,Medium,2,Yes,No
MU03370,23,Female,Civil Engineering,Final Year,Bus,58,71,1.9,4.0,8.0,Yes,No,Yes,No,Middle Class,5.1,Low,1,Yes,No
MU03371,22,Male,Information Technology,Third Year,Walking,37,68,2.5,7.7,3.6,No,No,Yes,No,Middle Class,3.19,High,3,Yes,No
MU03372,19,Female,Artificial Intelligence & Data Science,Third Year,Local Train,100,77,4.2,4.6,6.9,No,No,Yes,No,Upper Middle Class,5.59,Low,0,No,Yes
MU03373,24,Male,Electronics & Telecom (EXTC),Third Year,Local Train,110,52,3.8,2.6,8.1,No,No,Yes,No,Middle Class,4.85,Medium,2,Yes,No
MU03374,18,Female,Information Technology,Second Year,Local Train,69,78,2.2,3.6,6.9,No,Yes,Yes,No,Upper Middle Class,6.3,High,4,Yes,No
MU03375,23,Female,Artificial Intelligence & Data Science,Final Year,Auto/Cab,10,46,1.5,4.1,8.0,No,Yes,No,No,Upper Middle Class,3.92,Low,1,Yes,No
MU03376,24,Female,Information Technology,Final Year,Two-Wheeler,47,60,1.0,5.1,7.3,No,No,Yes,Yes,Middle Class,5.75,High,4,Yes,No
MU03377,24,Female,Computer Engineering,First Year,Local Train,75,91,1.2,0.0,6.9,No,Yes,Yes,Yes,Lower Middle Class,6.74,Low,0,No,Yes
MU03378,19,Male,Computer Engineering,Second Year,Auto/Cab,13,53,,2.2,4.8,Yes,Yes,Yes,No,Middle Class,5.31,Low,0,No,Yes
MU03379,20,Male,Artificial Intelligence & Data Science,First Year,Local Train,66,61,,4.0,4.7,No,No,Yes,Yes,Middle Class,5.03,High,4,Yes,No
MU03380,18,Female,Civil Engineering,Final Year,Local Train,114,62,1.8,0.0,5.1,No,Yes,No,No,Middle Class,3.69,Medium,2,Yes,No
MU03381,18,Male,Information Technology,First Year,Bus,69,57,4.1,5.3,7.7,No,Yes,Yes,Yes,Wealthy,6.52,Low,2,Yes,No
MU03382,24,Male,Electrical Engineering,Third Year,Local Train,147,66,3.0,3.7,6.2,Yes,Yes,Yes,Yes,Lower Middle Class,5.51,High,3,Yes,No
MU03383,22,Male,Electronics & Telecom (EXTC),Second Year,Local Train,124,72,4.5,3.3,6.8,No,Yes,No,No,Upper Middle Class,5.37,Low,0,No,Yes
MU03384,23,Male,Information Technology,Final Year,Bus,63,91,4.9,1.4,6.9,No,No,Yes,Yes,Middle Class,6.8,Low,0,No,Yes
MU03385,20,Male,Civil Engineering,Third Year,Local Train,93,85,4.7,6.0,6.2,No,No,Yes,No,Upper Middle Class,4.62,Low,1,Yes,No
MU03386,22,Female,Civil Engineering,Second Year,Two-Wheeler,55,78,2.3,1.6,6.4,No,Yes,Yes,Yes,Upper Middle Class,6.67,Low,1,Yes,No
MU03387,21,Male,Electronics & Telecom (EXTC),Second Year,Local Train,94,67,0.0,5.2,7.8,No,No,Yes,No,Middle Class,4.67,Medium,2,Yes,No
MU03388,19,Male,Computer Engineering,Second Year,Auto/Cab,32,59,0.6,6.9,6.0,No,No,No,Yes,Middle Class,5.12,Medium,1,Yes,No
MU03389,19,Male,Computer Engineering,Final Year,Two-Wheeler,42,78,3.1,6.2,6.8,No,Yes,Yes,No,Lower Middle Class,5.9,Medium,3,Yes,No
MU03390,22,Female,Civil Engineering,Third Year,Bus,73,76,4.6,3.9,5.7,No,Yes,No,No,Wealthy,5.12,Medium,3,Yes,No
MU03391,24,Male,Electrical Engineering,Second Year,Local Train,135,77,1.6,3.2,6.4,No,No,Yes,No,Upper Middle Class,6.05,Low,1,Yes,No
MU03392,19,Female,Mechanical Engineering,Second Year,Auto/Cab,10,64,3.6,4.9,7.9,No,No,No,No,Wealthy,5.18,Medium,3,Yes,No
MU03393,23,Female,Electrical Engineering,First Year,Local Train,132,72,2.4,3.4,6.5,No,Yes,Yes,No,Upper Middle Class,5.56,Medium,3,Yes,No
MU03394,19,Male,Civil Engineering,Final Year,Local Train,134,73,5.4,4.0,5.8,Yes,No,Yes,No,Lower Middle Class,5.89,High,3,Yes,No
MU03395,23,Female,Artificial Intelligence & Data Science,Second Year,Local Train,83,61,2.2,1.7,7.8,No,No,No,Yes,Upper Middle Class,5.4,Low,1,Yes,No
MU03396,21,Other,Computer Engineering,Final Year,Auto/Cab,21,86,4.2,4.9,8.1,No,Yes,Yes,No,Wealthy,7.4,Low,0,No,Yes
MU03397,20,Female,Information Technology,Third Year,Two-Wheeler,35,46,2.8,2.5,9.5,No,No,No,Yes,Lower Middle Class,5.13,Low,1,Yes,No
MU03398,18,Female,Electronics & Telecom (EXTC),Third Year,Auto/Cab,14,60,3.4,5.6,6.8,No,No,No,Yes,Wealthy,6.44,Low,1,Yes,No
MU03399,22,Male,Information Technology,First Year,Bus,85,56,2.2,1.6,5.4,No,No,Yes,No,Middle Class,4.79,Medium,2,Yes,No
MU03400,22,Male,Civil Engineering,First Year,Local Train,48,64,3.5,2.8,5.7,No,No,Yes,No,Middle Class,5.44,Low,0,No,Yes
MU03401,23,Male,Artificial Intelligence & Data Science,Third Year,Walking,21,61,0.0,3.2,6.1,No,No,Yes,No,Middle Class,5.61,Medium,2,Yes,No
MU03402,21,Male,Information Technology,Second Year,Local Train,51,61,1.0,2.6,7.2,No,No,No,No,Upper Middle Class,6.26,Medium,2,Yes,No
MU03403,21,Other,Artificial Intelligence & Data Science,First Year,Local Train,74,82,1.5,2.7,5.4,Yes,No,No,Yes,Lower Middle Class,4.71,Medium,1,Yes,No
MU03404,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,56,73,3.9,3.7,7.2,No,No,Yes,Yes,Middle Class,5.7,Low,0,No,Yes
MU03405,18,Female,Electronics & Telecom (EXTC),Second Year,Local Train,93,57,2.5,2.6,5.2,No,No,No,No,Middle Class,4.39,Medium,2,Yes,No
MU03406,20,Female,Mechanical Engineering,Second Year,Two-Wheeler,48,77,0.0,2.4,6.2,Yes,Yes,No,No,Middle Class,4.84,Low,1,Yes,No
MU03407,22,Female,Information Technology,Final Year,Local Train,125,76,3.0,3.2,5.4,No,No,Yes,No,Lower Middle Class,5.66,Medium,1,Yes,No
MU03408,23,Other,Information Technology,Final Year,Local Train,90,41,0.7,,5.8,No,No,Yes,No,Lower Middle Class,4.56,Medium,2,Yes,No
MU03409,21,Male,Electronics & Telecom (EXTC),Second Year,Bus,99,62,4.3,5.4,8.0,No,No,Yes,No,Middle Class,4.84,High,2,Yes,No
MU03410,22,Male,Artificial Intelligence & Data Science,Final Year,Local Train,77,79,3.8,2.6,4.7,Yes,No,Yes,No,Lower Middle Class,5.81,Low,0,No,Yes
MU03411,23,Male,Mechanical Engineering,Third Year,Local Train,113,75,0.8,3.9,7.4,No,No,No,No,Middle Class,4.61,Medium,2,Yes,No
MU03412,19,Male,Information Technology,Final Year,Walking,33,78,3.6,4.1,6.7,No,No,No,Yes,Middle Class,5.74,Low,1,Yes,No
MU03413,22,Male,Computer Engineering,First Year,Local Train,80,57,5.4,5.7,6.6,No,No,Yes,Yes,Upper Middle Class,6.14,Low,1,Yes,No
MU03414,20,Male,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,48,75,1.0,6.6,7.3,No,No,Yes,No,Middle Class,5.3,Low,0,No,Yes
MU03415,23,Female,Electronics & Telecom (EXTC),Second Year,Local Train,15,43,3.1,0.1,6.5,No,No,Yes,Yes,Middle Class,7.05,Low,0,No,Yes
MU03416,20,Male,Artificial Intelligence & Data Science,Second Year,Local Train,124,66,3.4,0.7,5.3,No,No,No,No,Upper Middle Class,5.72,Medium,3,Yes,No
MU03417,22,Male,Electronics & Telecom (EXTC),Second Year,Bus,43,95,2.1,3.4,9.9,No,No,No,Yes,Middle Class,6.69,Low,0,No,Yes
MU03418,19,Female,Mechanical Engineering,Second Year,Local Train,137,83,3.5,1.8,5.4,Yes,No,Yes,No,Middle Class,6.52,Medium,2,Yes,No
MU03419,20,Male,Civil Engineering,Third Year,Local Train,89,72,2.2,2.2,8.1,Yes,No,Yes,No,Middle Class,5.66,Medium,3,Yes,No
MU03420,21,Male,Information Technology,Third Year,Local Train,119,61,0.9,1.3,5.1,Yes,Yes,Yes,No,Middle Class,4.14,Medium,1,Yes,No
MU03421,23,Female,Mechanical Engineering,Second Year,Local Train,72,88,3.9,3.9,9.4,No,Yes,Yes,No,Middle Class,6.6,Low,1,Yes,No
MU03422,22,Female,Electronics & Telecom (EXTC),First Year,Local Train,180,69,2.2,3.0,5.1,No,No,Yes,No,Upper Middle Class,4.3,High,4,Yes,No
MU03423,19,Female,Mechanical Engineering,Second Year,Local Train,96,64,1.1,5.2,5.8,No,No,Yes,No,Middle Class,3.03,Medium,1,Yes,No
MU03424,21,Male,Electrical Engineering,Second Year,Local Train,160,90,3.7,3.2,,No,Yes,No,No,Middle Class,6.15,Medium,1,Yes,No
MU03425,22,Female,Computer Engineering,Second Year,Walking,20,70,,3.7,5.8,No,Yes,No,No,Middle Class,,Low,0,No,Yes
MU03426,24,Female,Mechanical Engineering,Second Year,Local Train,80,75,5.3,5.9,6.9,No,Yes,Yes,No,Middle Class,5.08,Low,0,No,Yes
MU03427,19,Male,Computer Engineering,First Year,Local Train,110,48,3.7,3.9,6.1,No,No,Yes,Yes,Upper Middle Class,4.72,Medium,2,Yes,No
MU03428,21,Female,Computer Engineering,Second Year,Bus,84,62,2.4,3.7,8.1,No,No,Yes,No,Middle Class,4.83,Low,1,Yes,No
MU03429,20,Female,Mechanical Engineering,Final Year,Two-Wheeler,53,80,4.0,1.7,6.5,No,Yes,No,Yes,Upper Middle Class,6.4,Medium,1,Yes,No
MU03430,22,Female,Computer Engineering,First Year,Local Train,107,69,1.5,3.7,7.0,No,No,Yes,Yes,Middle Class,4.53,Medium,1,Yes,No
MU03431,22,Female,Electronics & Telecom (EXTC),First Year,Local Train,91,68,5.2,2.6,6.5,No,No,No,No,Upper Middle Class,5.78,Medium,1,Yes,No
MU03432,20,Other,Computer Engineering,Second Year,Local Train,116,53,2.1,3.6,,Yes,Yes,No,No,Middle Class,5.11,High,6,Yes,No
MU03433,24,Female,Information Technology,Second Year,Local Train,102,83,0.5,1.3,9.0,No,No,No,No,Middle Class,5.64,Medium,2,Yes,No
MU03434,18,Male,Computer Engineering,Third Year,Local Train,86,64,2.1,3.1,6.9,No,No,Yes,Yes,Lower Middle Class,5.94,Low,1,Yes,No
MU03435,21,Female,Computer Engineering,Final Year,Local Train,85,73,2.2,1.8,6.4,No,Yes,No,No,Middle Class,5.69,Medium,3,Yes,No
MU03436,20,Male,Electrical Engineering,Final Year,Local Train,133,90,4.4,6.0,5.0,No,No,Yes,No,Lower Middle Class,6.11,Medium,1,Yes,No
MU03437,22,Male,Mechanical Engineering,Third Year,Local Train,50,95,1.4,5.0,7.4,No,Yes,Yes,No,Middle Class,5.57,Low,2,Yes,No
MU03438,21,Female,Artificial Intelligence & Data Science,Second Year,Local Train,116,58,2.3,3.6,6.3,No,Yes,No,No,Upper Middle Class,3.63,Medium,2,Yes,No
MU03439,24,Female,Computer Engineering,Second Year,Bus,75,65,3.1,3.6,7.2,No,No,Yes,Yes,Lower Middle Class,6.11,Medium,1,Yes,No
MU03440,21,Female,Civil Engineering,Third Year,Local Train,157,78,3.0,3.5,6.5,No,No,No,Yes,Upper Middle Class,4.64,Medium,2,Yes,No
MU03441,18,Male,Mechanical Engineering,Final Year,Local Train,10,59,5.4,,7.9,No,No,Yes,Yes,Middle Class,7.04,Low,2,Yes,No
MU03442,22,Male,Information Technology,Final Year,Local Train,43,84,3.9,2.7,8.5,No,No,Yes,No,Lower Middle Class,5.84,Low,0,No,Yes
MU03443,19,Male,Civil Engineering,Second Year,Local Train,63,79,1.8,8.0,6.1,No,Yes,No,Yes,Upper Middle Class,5.17,Medium,1,Yes,No
MU03444,18,Other,Civil Engineering,First Year,Two-Wheeler,30,79,4.0,3.2,6.8,No,No,Yes,Yes,Upper Middle Class,6.66,Low,0,No,Yes
MU03445,18,Other,Electronics & Telecom (EXTC),First Year,Auto/Cab,29,66,2.5,,5.1,No,No,Yes,No,Middle Class,6.22,Low,0,No,Yes
MU03446,19,Female,Mechanical Engineering,First Year,Local Train,50,71,5.6,3.8,5.8,No,No,No,Yes,Lower Middle Class,5.65,Low,1,Yes,No
MU03447,19,Female,Information Technology,Final Year,Local Train,81,77,,3.7,5.8,No,Yes,Yes,Yes,Middle Class,6.21,Low,0,No,Yes
MU03448,24,Female,Information Technology,Second Year,Bus,46,72,4.1,2.8,6.3,No,No,Yes,No,Middle Class,6.09,Low,0,No,Yes
MU03449,24,Female,Electronics & Telecom (EXTC),Second Year,Local Train,81,47,4.6,2.1,5.2,No,No,Yes,No,Middle Class,4.95,Medium,2,Yes,No
MU03450,18,Male,Artificial Intelligence & Data Science,Final Year,Walking,33,90,2.5,1.1,6.2,No,Yes,No,No,Middle Class,6.05,Low,0,No,Yes
MU03451,21,Male,Information Technology,First Year,Local Train,107,72,2.8,2.6,6.0,No,Yes,No,No,Upper Middle Class,5.69,High,3,Yes,No
MU03452,20,Female,Information Technology,Second Year,Bus,47,70,2.4,4.2,9.3,No,No,No,Yes,Middle Class,6.03,Medium,3,Yes,No
MU03453,20,Female,Mechanical Engineering,First Year,Local Train,48,88,3.9,4.9,5.7,No,No,No,No,Middle Class,6.42,Medium,1,Yes,No
MU03454,18,Male,Civil Engineering,Second Year,Local Train,106,68,6.7,6.3,8.8,No,No,No,Yes,Middle Class,5.61,Medium,0,No,Yes
MU03455,21,Female,Civil Engineering,First Year,Local Train,70,54,3.9,6.2,5.5,No,Yes,Yes,Yes,Middle Class,4.41,High,3,Yes,No
MU03456,19,Male,Computer Engineering,Third Year,Bus,54,65,3.5,1.7,6.8,No,No,Yes,No,Middle Class,5.66,Low,1,Yes,No
MU03457,23,Male,Mechanical Engineering,Final Year,Two-Wheeler,36,88,1.8,1.5,6.7,No,No,No,Yes,Upper Middle Class,5.97,Medium,1,Yes,No
MU03458,18,Female,Electronics & Telecom (EXTC),Third Year,Auto/Cab,31,55,4.6,2.3,7.9,Yes,Yes,Yes,No,Middle Class,5.18,Low,1,Yes,No
MU03459,22,Female,Electronics & Telecom (EXTC),Third Year,Local Train,79,41,3.3,3.8,7.8,No,No,Yes,No,Middle Class,5.58,Medium,2,Yes,No
MU03460,21,Female,Electronics & Telecom (EXTC),Final Year,Bus,51,61,6.5,2.3,8.7,No,No,No,No,Middle Class,,Low,1,Yes,No
MU03461,22,Male,Civil Engineering,First Year,Local Train,62,76,5.6,3.3,6.8,No,Yes,Yes,No,Middle Class,8.3,Low,1,Yes,No
MU03462,22,Male,Electrical Engineering,Final Year,Bus,44,87,3.2,3.2,7.7,No,No,Yes,Yes,Upper Middle Class,5.83,Low,0,No,Yes
MU03463,18,Female,Mechanical Engineering,Second Year,Local Train,117,73,3.5,4.1,5.7,No,No,Yes,Yes,Upper Middle Class,6.5,High,2,Yes,No
MU03464,21,Female,Electronics & Telecom (EXTC),Second Year,Bus,60,64,3.0,3.6,5.7,No,No,Yes,Yes,Upper Middle Class,7.16,Low,1,Yes,No
MU03465,22,Male,Information Technology,First Year,Two-Wheeler,37,48,1.5,4.7,7.4,No,Yes,Yes,No,Middle Class,4.66,Low,0,No,Yes
MU03466,24,Female,Computer Engineering,First Year,Two-Wheeler,20,62,4.2,3.1,7.1,No,Yes,Yes,Yes,Upper Middle Class,6.39,Low,1,Yes,No
MU03467,24,Male,Artificial Intelligence & Data Science,Final Year,Local Train,58,41,2.7,4.9,8.2,No,Yes,No,No,Middle Class,3.81,High,3,Yes,No
MU03468,21,Female,Electronics & Telecom (EXTC),First Year,Local Train,106,86,6.2,0.7,6.4,No,Yes,No,No,Middle Class,6.03,Low,0,No,Yes
MU03469,20,Female,Electronics & Telecom (EXTC),Second Year,Two-Wheeler,36,53,3.1,2.9,6.6,No,No,No,No,Middle Class,4.58,Low,2,Yes,No
MU03470,23,Male,Civil Engineering,Third Year,Auto/Cab,17,58,1.1,4.1,5.0,No,No,Yes,No,Middle Class,4.88,Medium,2,Yes,No
MU03471,22,Male,Computer Engineering,Second Year,Local Train,100,51,3.7,3.3,8.0,No,Yes,No,No,Lower Middle Class,4.77,High,4,Yes,No
MU03472,22,Female,Artificial Intelligence & Data Science,Final Year,Walking,26,67,4.3,0.9,6.4,No,Yes,Yes,No,Upper Middle Class,6.89,Low,0,No,Yes
MU03473,21,Female,Civil Engineering,Final Year,Auto/Cab,26,74,3.8,1.7,4.4,Yes,Yes,Yes,Yes,Middle Class,6.74,Low,1,Yes,No
MU03474,24,Female,Civil Engineering,Second Year,Local Train,81,86,3.5,2.2,8.5,Yes,No,Yes,No,Middle Class,6.47,Low,0,No,Yes
MU03475,23,Female,Computer Engineering,First Year,Bus,57,68,2.8,,8.0,No,Yes,Yes,No,Middle Class,5.79,Low,0,No,Yes
MU03476,20,Female,Electronics & Telecom (EXTC),First Year,Bus,70,59,3.4,3.5,,No,No,Yes,No,Middle Class,5.97,Medium,3,Yes,No
MU03477,22,Female,Computer Engineering,Second Year,Bus,15,84,3.3,1.8,6.6,No,Yes,Yes,Yes,Middle Class,6.34,Low,0,No,Yes
MU03478,18,Male,Electronics & Telecom (EXTC),Second Year,Local Train,94,75,1.3,5.0,9.0,No,Yes,No,No,Middle Class,4.6,Medium,2,Yes,No
MU03479,24,Male,Civil Engineering,Second Year,Local Train,111,69,6.0,,7.9,No,No,Yes,Yes,Middle Class,7.84,Low,0,No,Yes
MU03480,21,Male,Computer Engineering,Final Year,Local Train,69,63,3.5,2.0,6.7,No,No,Yes,No,Lower Middle Class,,Low,1,Yes,No
MU03481,21,Male,Mechanical Engineering,Second Year,Bus,34,56,3.0,5.0,5.9,No,Yes,Yes,Yes,Upper Middle Class,6.3,Medium,2,Yes,No
MU03482,24,Male,Information Technology,First Year,Walking,34,79,5.5,3.3,7.7,Yes,Yes,No,No,Upper Middle Class,6.19,Low,1,Yes,No
MU03483,22,Male,Electrical Engineering,Second Year,Bus,44,69,0.9,2.1,6.6,No,No,No,Yes,Middle Class,,Low,1,Yes,No
MU03484,20,Female,Electronics & Telecom (EXTC),Third Year,Local Train,88,47,6.4,4.3,6.4,No,Yes,No,Yes,Upper Middle Class,5.61,Medium,2,Yes,No
MU03485,22,Female,Information Technology,Second Year,Walking,23,66,1.8,2.1,6.4,No,Yes,Yes,No,Upper Middle Class,5.1,Low,1,Yes,No
MU03486,24,Female,Information Technology,First Year,Local Train,62,83,5.2,4.2,9.9,Yes,Yes,No,No,Middle Class,5.53,Low,1,Yes,No
MU03487,19,Male,Artificial Intelligence & Data Science,Second Year,Two-Wheeler,16,100,1.5,2.9,7.5,No,Yes,No,Yes,Upper Middle Class,7.51,Low,1,Yes,No
MU03488,22,Male,Electronics & Telecom (EXTC),Second Year,Bus,65,66,1.7,0.6,5.1,No,No,Yes,Yes,Lower Middle Class,6.37,Low,0,No,Yes
MU03489,23,Male,Information Technology,Second Year,Bus,32,81,3.9,2.8,5.6,No,No,Yes,Yes,Middle Class,6.87,Low,2,Yes,No
MU03490,24,Male,Computer Engineering,Final Year,Bus,73,63,3.3,6.8,7.5,No,No,Yes,No,Wealthy,3.96,High,3,Yes,No
MU03491,23,Male,Information Technology,Final Year,Local Train,85,71,1.6,6.1,4.8,No,No,Yes,Yes,Middle Class,5.13,Medium,3,Yes,No
MU03492,24,Female,Electrical Engineering,Third Year,Local Train,154,74,1.7,4.7,7.0,No,Yes,No,No,Upper Middle Class,6.33,Low,1,Yes,No
MU03493,19,Female,Civil Engineering,Final Year,Local Train,94,91,2.4,6.0,5.4,No,Yes,No,No,Upper Middle Class,5.27,High,3,Yes,No
MU03494,23,Female,Computer Engineering,Third Year,Bus,45,86,4.6,3.6,5.7,No,No,Yes,No,Middle Class,5.81,Low,0,No,Yes
MU03495,23,Female,Information Technology,Final Year,Local Train,113,79,3.4,4.2,6.7,No,Yes,Yes,No,Middle Class,5.76,Medium,1,Yes,No
MU03496,18,Male,Computer Engineering,Second Year,Bus,81,57,3.8,3.4,6.2,No,No,No,No,Middle Class,5.4,Low,1,Yes,No
MU03497,21,Female,Artificial Intelligence & Data Science,Third Year,Auto/Cab,10,77,2.2,2.2,4.4,No,Yes,Yes,No,Lower Middle Class,5.52,Medium,2,Yes,No
MU03498,23,Female,Electronics & Telecom (EXTC),First Year,Local Train,102,92,3.7,2.0,6.3,No,No,No,No,Middle Class,6.83,High,2,Yes,No
MU03499,21,Male,Civil Engineering,Second Year,Bus,66,78,0.9,4.6,7.3,No,Yes,Yes,No,Upper Middle Class,4.75,Medium,2,Yes,No
MU03500,24,Female,Civil Engineering,Second Year,Two-Wheeler,54,80,1.7,1.2,7.0,No,Yes,No,No,Lower Middle Class,6.22,High,4,Yes,No
